year,sex,value,note,lid
1952,3,27.21010117683898,,50
1953,1,27.51386974284686,,50
1953,2,26.23692869860017,,50
1953,3,26.86493522071576,,50
1954,1,27.16012240755505,,50
1954,2,25.91348046120945,,50
1954,3,26.52449692283931,,50
1955,1,26.8080435093746,,50
1955,2,25.57805527905554,,50
1955,3,26.17938175766876,,50
1956,1,26.45736048859404,,50
1956,2,25.24437993928175,,50
1956,3,25.83632344101638,,50
1957,1,26.10832918342287,,50
1957,2,24.91414161465255,,50
1957,3,25.4964992035076,,50
1958,1,25.76133302100536,,50
1958,2,24.5855687665012,,50
1958,3,25.15971600299993,,50
1959,1,25.39349034754079,,50
1959,2,24.25507388746095,,50
1959,3,24.81268650857749,,50
1960,1,25.05533556447692,,50
1960,2,23.92681422947407,,50
1960,3,24.48111619415838,,50
1961,1,24.72110598446131,,50
1961,2,23.60026185507258,,50
1961,3,24.15253484262214,,50
1962,1,24.38679473500371,,50
1962,2,23.27584016182416,,50
1962,3,23.82549336026774,,50
1963,1,24.0642092057578,,50
1963,2,22.95382574898264,,50
1963,3,23.5050361702438,,50
1964,1,23.73465276828956,,50
1964,2,22.63636105076927,,50
1964,3,23.18219908097596,,50
1965,1,23.40954088814862,,50
1965,2,22.32259518679769,,50
1965,3,22.86296801951937,,50
1966,1,23.08936791250282,,50
1966,2,22.01491817388057,,50
1966,3,22.54926054115258,,50
1967,1,22.77468754850887,,50
1967,2,21.71001349378921,,50
1967,3,22.23968627123063,,50
1968,1,22.46605399808177,,50
1968,2,21.4104091466929,,50
1968,3,21.93572201288763,,50
1969,1,74.62080864889786,,50
1969,2,63.53794982355387,,50
1969,3,69.06690417519634,,50
1970,1,74.75004785446137,,50
1970,2,63.57407933663583,,50
1970,3,69.14488508367921,,50
1971,1,48.82759160302852,,50
1971,2,42.52389174422034,,50
1971,3,45.65990679223242,,50
1972,1,25.48023791676901,,50
1972,2,23.63760631591272,,50
1972,3,24.55313847430696,,50
1973,1,25.28709791116523,,50
1973,2,23.42736646290844,,50
1973,3,24.35167471767408,,50
1974,1,35.43342252434378,,50
1974,2,31.54789412308767,,50
1974,3,33.48024624157308,,50
1975,1,50.47514275865217,,50
1975,2,43.64189053589129,,50
1975,3,47.04211839511829,,50
1976,1,80.98582907126128,,50
1976,2,68.35414422188779,,50
1976,3,74.64549135759691,,50
1977,1,35.46139380274893,,50
1977,2,31.3698266669038,,50
1977,3,33.40170376153362,,50
1978,1,35.08815942999999,,50
1978,2,31.01447783261657,,50
1978,3,33.03759633658044,,50
1979,1,23.64338457547021,,50
1979,2,21.07505933468401,,50
1979,3,22.34997317187915,,50
1980,1,18.20383208600251,,50
1980,2,17.75269304066718,,50
1980,3,17.97663833141993,,50
1981,1,17.61214361762198,,50
1981,2,17.13954036649656,,50
1981,3,17.37436749505106,,50
1982,1,17.29432964681077,,50
1982,2,16.84194786349802,,50
1982,3,17.06692805567889,,50
1983,1,16.83315071617131,,50
1983,2,15.91797854875865,,50
1983,3,16.37377698973752,,50
1984,1,16.58762148635551,,50
1984,2,15.86369567656964,,50
1984,3,16.22441164865251,,50
1985,1,16.02435617093778,,50
1985,2,15.36039804893297,,50
1985,3,15.69144246754195,,50
1986,1,15.65603954003858,,50
1986,2,15.10596971678091,,50
1986,3,15.3804411873566,,50
1987,1,15.38879401004911,,50
1987,2,14.94694608393266,,50
1987,3,15.16760699178987,,50
1988,1,15.12346645217866,,50
1988,2,14.74771354687354,,50
1988,3,14.93552904827811,,50
1989,1,14.91829494554187,,50
1989,2,14.61170149210245,,50
1989,3,14.76510057503677,,50
1990,1,14.73465197288304,,50
1990,2,14.48885004559863,,50
1990,3,14.61194394133591,,50
1991,1,14.56624160400377,,50
1991,2,14.37893569040583,,50
1991,3,14.47281368181863,,50
1992,1,14.42485240574653,,50
1992,2,14.28339522738964,,50
1992,3,14.35428806924111,,50
1993,1,14.28796462291415,,50
1993,2,14.15710057886166,,50
1993,3,14.22270155537442,,50
1994,1,14.12145083327609,,50
1994,2,14.03478763608002,,50
1994,3,14.07825759373738,,50
1995,1,13.9394492467596,,50
1995,2,13.88148139945755,,50
1995,3,13.91057857873057,,50
1996,1,13.68303725203635,,50
1996,2,13.6925416738406,,50
1996,3,13.68777877185445,,50
1997,1,13.47688404333025,,50
1997,2,13.44152984854163,,50
1997,3,13.45927061041663,,50
1998,1,13.20468384519769,,50
1998,2,13.1568654238825,,50
1998,3,13.18087307981064,,50
1999,1,12.87712091929716,,50
1999,2,12.82222424362745,,50
1999,3,12.84979095072281,,50
2000,1,12.54157137867185,,50
2000,2,12.4611084730808,,50
2000,3,12.5015230946377,,50
2001,1,12.16631114044631,,50
2001,2,12.08300239474003,,50
2001,3,12.12500349066459,,50
2002,1,11.7488672332865,,50
2002,2,11.6719506688473,,50
2002,3,11.71072602808787,,50
2003,1,11.38878448548886,,50
2003,2,11.2558963779591,,50
2003,3,11.32301560166871,,50
2004,1,10.98197176495308,,50
2004,2,10.8155927647211,,50
2004,3,10.89957770594707,,50
2005,1,10.6685818559763,,50
2005,2,10.49460567362948,,50
2005,3,10.58232029806794,,50
2006,1,10.21555184545897,,50
2006,2,9.889138253331042,,50
2006,3,10.05371448114678,,50
2007,1,9.831816927604265,,50
2007,2,9.459165406803693,,50
2007,3,9.647454730406846,,50
2008,1,9.453580174561772,,50
2008,2,9.131135148341517,,50
2008,3,9.294630944287618,,50
2009,1,9.122103735939913,,50
2009,2,8.738693032803058,,50
2009,3,8.933882984921482,,50
2010,1,8.815104386525331,,50
2010,2,8.37220083335033,,50
2010,3,8.598642743159024,,50
2011,1,8.49407442397354,,50
2011,2,8.01482077046234,,50
