year,age,sex,value,loc,heading1,heading2,lid
2019,8,1,121.6400835483178,Low-income countries,Aggregates,incomegr,
1985,12,2,145.6785936277695,Low-income countries,Aggregates,incomegr,
1985,16,2,155.2391977094631,Low-income countries,Aggregates,incomegr,
2010,19,3,162.8076077868018,Low-income countries,Aggregates,incomegr,
2010,13,1,148.4751310931188,Low-income countries,Aggregates,incomegr,
2010,18,2,156.5710729625986,Low-income countries,Aggregates,incomegr,
1990,9,3,126.4690798335355,Low-income countries,Aggregates,incomegr,
2010,6,3,111.0129032019046,Low-income countries,Aggregates,incomegr,
1985,11,1,135.9678327337419,Low-income countries,Aggregates,incomegr,
2019,9,1,126.6924465390704,Low-income countries,Aggregates,incomegr,
2019,10,3,132.9096449237641,Low-income countries,Aggregates,incomegr,
2019,8,2,122.8118243141745,Low-income countries,Aggregates,incomegr,
1985,18,2,156.5155912837621,Low-income countries,Aggregates,incomegr,
2019,8,3,122.2191872671467,Low-income countries,Aggregates,incomegr,
2010,5,3,105.1612809578952,Low-income countries,Aggregates,incomegr,
2019,7,2,117.5082940780141,Low-income countries,Aggregates,incomegr,
2000,5,1,103.2183862220624,Low-income countries,Aggregates,incomegr,
1985,18,1,167.0030462691945,Low-income countries,Aggregates,incomegr,
2000,13,1,148.2118864347272,Low-income countries,Aggregates,incomegr,
1990,5,3,104.2668856147487,Low-income countries,Aggregates,incomegr,
1985,17,1,165.3689891862503,Low-income countries,Aggregates,incomegr,
2010,9,3,126.8645098087082,Low-income countries,Aggregates,incomegr,
1985,5,2,105.4943068329665,Low-income countries,Aggregates,incomegr,
2019,14,3,154.499312699572,Low-income countries,Aggregates,incomegr,
1990,9,1,125.3764322187676,Low-income countries,Aggregates,incomegr,
2010,10,3,132.2382983464738,Low-income countries,Aggregates,incomegr,
2010,19,1,168.2297682998955,Low-income countries,Aggregates,incomegr,
2010,8,1,120.9348427666253,Low-income countries,Aggregates,incomegr,
1985,13,3,149.3186323511865,Low-income countries,Aggregates,incomegr,
2010,5,2,105.9486136858712,Low-income countries,Aggregates,incomegr,
2010,9,1,125.9025028515447,Low-income countries,Aggregates,incomegr,
2000,18,1,166.817714087927,Low-income countries,Aggregates,incomegr,
2000,9,3,126.2540488896236,Low-income countries,Aggregates,incomegr,
2019,5,2,106.2485348604862,Low-income countries,Aggregates,incomegr,
1990,7,2,116.712603973673,Low-income countries,Aggregates,incomegr,
1990,12,3,141.0185147205076,Lower-middle-income countries,Aggregates,incomegr,
2010,13,2,147.8581371611648,Lower-middle-income countries,Aggregates,incomegr,
2010,12,3,142.4821464671744,Lower-middle-income countries,Aggregates,incomegr,
2000,13,1,146.7826300272676,Lower-middle-income countries,Aggregates,incomegr,
2010,15,1,158.4909993872503,Lower-middle-income countries,Aggregates,incomegr,
1990,15,3,154.4851440856956,Lower-middle-income countries,Aggregates,incomegr,
2010,16,1,161.7913823842826,Lower-middle-income countries,Aggregates,incomegr,
1985,16,2,151.8480833725124,Lower-middle-income countries,Aggregates,incomegr,
2010,13,1,147.5901028967512,Lower-middle-income countries,Aggregates,incomegr,
2019,14,1,156.2399787527163,Lower-middle-income countries,Aggregates,incomegr,
1985,12,1,139.8630370649129,Lower-middle-income countries,Aggregates,incomegr,
2000,12,1,140.2473091868785,Lower-middle-income countries,Aggregates,incomegr,
1985,8,1,119.7397597173601,Lower-middle-income countries,Aggregates,incomegr,
2010,11,3,137.086642554302,Lower-middle-income countries,Aggregates,incomegr,
2000,11,3,135.9051211461252,Lower-middle-income countries,Aggregates,incomegr,
2000,6,3,110.0274409904613,Lower-middle-income countries,Aggregates,incomegr,
2019,11,1,138.2803972061922,Lower-middle-income countries,Aggregates,incomegr,
1990,17,2,153.1324871242126,Lower-middle-income countries,Aggregates,incomegr,
2019,15,1,160.7516846357211,Lower-middle-income countries,Aggregates,incomegr,
2010,7,3,117.194766455186,Lower-middle-income countries,Aggregates,incomegr,
2000,11,1,134.7444812361003,Lower-middle-income countries,Aggregates,incomegr,
2010,19,3,161.134011196886,Lower-middle-income countries,Aggregates,incomegr,
1985,11,1,134.3149685560655,Lower-middle-income countries,Aggregates,incomegr,
1990,16,2,152.3336730330114,Lower-middle-income countries,Aggregates,incomegr,
1985,6,1,109.0946031843904,Lower-middle-income countries,Aggregates,incomegr,
1985,17,3,157.7435530414161,Lower-middle-income countries,Aggregates,incomegr,
2000,8,3,120.4254174255958,Lower-middle-income countries,Aggregates,incomegr,
1990,10,2,130.5057320226259,Lower-middle-income countries,Aggregates,incomegr,
2000,8,1,120.5446444477578,Lower-middle-income countries,Aggregates,incomegr,
1990,18,2,153.6295795729243,Lower-middle-income countries,Aggregates,incomegr,
2019,18,2,155.9944731055469,Lower-middle-income countries,Aggregates,incomegr,
2000,18,3,159.6841654441861,Lower-middle-income countries,Aggregates,incomegr,
2010,18,3,160.4487034640131,Lower-middle-income countries,Aggregates,incomegr,
1990,12,2,142.2782439736019,Lower-middle-income countries,Aggregates,incomegr,
2019,16,1,163.8125181924637,Lower-middle-income countries,Aggregates,incomegr,
2010,19,1,166.8310798292648,Lower-middle-income countries,Aggregates,incomegr,
2019,9,3,128.8356424706835,Lower-middle-income countries,Aggregates,incomegr,
2010,9,3,126.8754944893728,Lower-middle-income countries,Aggregates,incomegr,
1990,5,1,103.2665571317561,Lower-middle-income countries,Aggregates,incomegr,
1985,5,2,103.0263504457613,Lower-middle-income countries,Aggregates,incomegr,
1990,5,2,103.1605133104534,Lower-middle-income countries,Aggregates,incomegr,
2019,5,2,107.7289930721281,Lower-middle-income countries,Aggregates,incomegr,
2019,19,1,168.0595819657536,Lower-middle-income countries,Aggregates,incomegr,
1985,9,3,124.6672631911931,Lower-middle-income countries,Aggregates,incomegr,
1990,19,3,160.0949950304831,Lower-middle-income countries,Aggregates,incomegr,
2000,6,1,110.0560339223849,Lower-middle-income countries,Aggregates,incomegr,
2010,6,1,112.433365572997,Lower-middle-income countries,Aggregates,incomegr,
1990,6,2,108.9939724116274,Lower-middle-income countries,Aggregates,incomegr,
1990,9,1,124.5680324048127,Lower-middle-income countries,Aggregates,incomegr,
2010,6,2,111.5924399678344,Lower-middle-income countries,Aggregates,incomegr,
1990,11,2,136.6690652807987,Lower-middle-income countries,Aggregates,incomegr,
2000,16,1,161.0548702073256,Lower-middle-income countries,Aggregates,incomegr,
1990,8,3,119.6205367186452,Lower-middle-income countries,Aggregates,incomegr,
2019,7,1,119.3263561451305,Lower-middle-income countries,Aggregates,incomegr,
2019,16,3,159.511639148771,Lower-middle-income countries,Aggregates,incomegr,
1990,7,3,114.5038876630127,Lower-middle-income countries,Aggregates,incomegr,
1990,8,1,119.7263353734349,Lower-middle-income countries,Aggregates,incomegr,
1985,19,2,153.5513202562498,Lower-middle-income countries,Aggregates,incomegr,
1985,13,3,146.2075995622643,Lower-middle-income countries,Aggregates,incomegr,
2000,11,2,137.1346428565911,Lower-middle-income countries,Aggregates,incomegr,
1985,10,2,130.3539818747543,Lower-middle-income countries,Aggregates,incomegr,
2010,11,1,135.8754598127416,Lower-middle-income countries,Aggregates,incomegr,
2000,9,3,125.3958270771232,Lower-middle-income countries,Aggregates,incomegr,
1990,17,1,163.3652151013406,Lower-middle-income countries,Aggregates,incomegr,
2019,9,2,128.7005054932136,Lower-middle-income countries,Aggregates,incomegr,
2010,17,1,164.1512520328014,Lower-middle-income countries,Aggregates,incomegr,
2010,12,2,143.8681622538398,Lower-middle-income countries,Aggregates,incomegr,
1990,5,3,103.2149870678044,Lower-middle-income countries,Aggregates,incomegr,
1990,10,3,129.8954279051713,Lower-middle-income countries,Aggregates,incomegr,
2019,7,2,118.5616636334252,Lower-middle-income countries,Aggregates,incomegr,
2019,8,1,124.2532118769839,Lower-middle-income countries,Aggregates,incomegr,
2019,10,3,133.9003754441786,Lower-middle-income countries,Aggregates,incomegr,
1990,14,3,151.0835878567044,Lower-middle-income countries,Aggregates,incomegr,
2000,14,3,151.309179492763,Lower-middle-income countries,Aggregates,incomegr,
1985,16,1,160.3836266805651,Lower-middle-income countries,Aggregates,incomegr,
1985,9,2,124.6823093835605,Lower-middle-income countries,Aggregates,incomegr,
1985,14,2,148.7315527502712,Lower-middle-income countries,Aggregates,incomegr,
2010,14,3,152.232577621099,Lower-middle-income countries,Aggregates,incomegr,
2019,15,3,157.408267952065,Lower-middle-income countries,Aggregates,incomegr,
2010,16,2,153.6146128815649,Lower-middle-income countries,Aggregates,incomegr,
2019,11,2,140.2447636722436,Lower-middle-income countries,Aggregates,incomegr,
2000,5,1,104.1155036437785,Lower-middle-income countries,Aggregates,incomegr,
2010,11,2,138.38170776828,Lower-middle-income countries,Aggregates,incomegr,
2000,17,3,158.5862390552765,Lower-middle-income countries,Aggregates,incomegr,
1985,18,3,158.7666357200308,Lower-middle-income countries,Aggregates,incomegr,
1985,15,2,150.6042931860115,Lower-middle-income countries,Aggregates,incomegr,
2010,17,3,159.4038207010968,Lower-middle-income countries,Aggregates,incomegr,
2000,14,2,149.4611259851102,Lower-middle-income countries,Aggregates,incomegr,
2019,7,3,118.9554642029787,Lower-middle-income countries,Aggregates,incomegr,
1990,8,2,119.5085702118072,Lower-middle-income countries,Aggregates,incomegr,
2000,9,1,125.3226749763332,Lower-middle-income countries,Aggregates,incomegr,
1985,9,1,124.6530367490965,Lower-middle-income countries,Aggregates,incomegr,
1985,15,1,157.2242759242342,Lower-middle-income countries,Aggregates,incomegr,
2000,13,3,146.7495712461762,Lower-middle-income countries,Aggregates,incomegr,
1990,19,1,165.9267504446495,Lower-middle-income countries,Aggregates,incomegr,
2000,17,1,163.4110615360183,Lower-middle-income countries,Aggregates,incomegr,
1990,6,3,109.1037164383796,Lower-middle-income countries,Aggregates,incomegr,
2019,16,2,154.9551268181071,Lower-middle-income countries,Aggregates,incomegr,
2019,14,3,154.2510238107803,Lower-middle-income countries,Aggregates,incomegr,
2019,5,1,108.2750180409797,Lower-middle-income countries,Aggregates,incomegr,
2010,5,1,106.7171355569452,Lower-middle-income countries,Aggregates,incomegr,
2019,17,3,160.9001214986094,Lower-middle-income countries,Aggregates,incomegr,
1985,6,3,108.994491081969,Lower-middle-income countries,Aggregates,incomegr,
1990,11,1,134.199878254779,Lower-middle-income countries,Aggregates,incomegr,
2010,8,1,122.4148132539323,Lower-middle-income countries,Aggregates,incomegr,
1990,13,1,146.4993032355993,Lower-middle-income countries,Aggregates,incomegr,
2019,8,2,123.5625220222665,Lower-middle-income countries,Aggregates,incomegr,
1990,16,1,161.0425450474188,Lower-middle-income countries,Aggregates,incomegr,
2019,13,1,150.1145324223893,Lower-middle-income countries,Aggregates,incomegr,
1990,14,1,152.9124712207565,Lower-middle-income countries,Aggregates,incomegr,
2010,5,2,105.9629322749858,Lower-middle-income countries,Aggregates,incomegr,
1985,18,1,164.0819184929678,Lower-middle-income countries,Aggregates,incomegr,
1985,5,1,103.1070281994066,Lower-middle-income countries,Aggregates,incomegr,
2000,19,2,154.4540884634047,Lower-middle-income countries,Aggregates,incomegr,
2010,16,3,157.8294590282661,Lower-middle-income countries,Aggregates,incomegr,
2000,16,2,152.6502350474703,Lower-middle-income countries,Aggregates,incomegr,
1985,12,2,141.9947607467597,Lower-middle-income countries,Aggregates,incomegr,
2010,7,1,117.6259004641612,Lower-middle-income countries,Aggregates,incomegr,
1985,7,3,114.4268924714533,Lower-middle-income countries,Aggregates,incomegr,
2010,15,3,155.5456445682285,Lower-middle-income countries,Aggregates,incomegr,
2019,6,3,113.7245150738354,Lower-middle-income countries,Aggregates,incomegr,
2000,15,3,154.6471879502055,Lower-middle-income countries,Aggregates,incomegr,
1985,19,1,165.0435967195502,Lower-middle-income countries,Aggregates,incomegr,
2000,10,1,129.9776810722735,Lower-middle-income countries,Aggregates,incomegr,
2019,13,2,149.5584608229974,Lower-middle-income countries,Aggregates,incomegr,
2019,6,1,114.0440966349107,Lower-middle-income countries,Aggregates,incomegr,
1985,6,2,108.888626863027,Lower-middle-income countries,Aggregates,incomegr,
1990,18,1,164.92108151893,Lower-middle-income countries,Aggregates,incomegr,
1985,18,2,153.172567584562,Lower-middle-income countries,Aggregates,incomegr,
1985,15,3,153.9996559876929,Lower-middle-income countries,Aggregates,incomegr,
1990,7,2,114.3444700771331,Lower-middle-income countries,Aggregates,incomegr,
2000,12,2,142.6753970022426,Lower-middle-income countries,Aggregates,incomegr,
2000,18,1,165.0337659659266,Lower-middle-income countries,Aggregates,incomegr,
2019,18,3,161.7808966349382,Lower-middle-income countries,Aggregates,incomegr,
1985,7,2,114.248835155684,Lower-middle-income countries,Aggregates,incomegr,
2010,18,2,154.8156158621152,Lower-middle-income countries,Aggregates,incomegr,
2000,13,2,146.71460790607,Lower-middle-income countries,Aggregates,incomegr,
2000,5,2,104.245010451051,Lower-middle-income countries,Aggregates,incomegr,
2000,10,3,130.5081366843838,Lower-middle-income countries,Aggregates,incomegr,
2019,15,2,153.8624662094102,Lower-middle-income countries,Aggregates,incomegr,
2000,17,2,153.4934349724939,Lower-middle-income countries,Aggregates,incomegr,
1985,11,3,135.3547293855397,Lower-middle-income countries,Aggregates,incomegr,
1985,19,3,159.4441505961025,Lower-middle-income countries,Aggregates,incomegr,
2010,14,1,153.8006858028683,Lower-middle-income countries,Aggregates,incomegr,
2000,7,2,115.245120817985,Lower-middle-income countries,Aggregates,incomegr,
2000,6,2,109.9969978095588,Lower-middle-income countries,Aggregates,incomegr,
1985,8,2,119.4085201670862,Lower-middle-income countries,Aggregates,incomegr,
2000,10,2,131.0700911989965,Lower-middle-income countries,Aggregates,incomegr,
1990,17,3,158.3765703744604,Lower-middle-income countries,Aggregates,incomegr,
2000,15,2,151.3638720526313,Lower-middle-income countries,Aggregates,incomegr,
2000,19,3,160.4453613051664,Lower-middle-income countries,Aggregates,incomegr,
2010,10,2,132.3643644750482,Lower-middle-income countries,Aggregates,incomegr,
1990,18,3,159.411650629923,Lower-middle-income countries,Aggregates,incomegr,
2019,18,1,167.241122669678,Lower-middle-income countries,Aggregates,incomegr,
2010,12,1,141.1859246162919,Lower-middle-income countries,Aggregates,incomegr,
1990,16,3,156.8006301940375,Lower-middle-income countries,Aggregates,incomegr,
2010,9,2,126.8131479217963,Lower-middle-income countries,Aggregates,incomegr,
2019,6,2,113.3857419055204,Lower-middle-income countries,Aggregates,incomegr,
1985,8,3,119.5788011111988,Lower-middle-income countries,Aggregates,incomegr,
2000,5,3,104.1781833949465,Lower-middle-income countries,Aggregates,incomegr,
2000,7,1,115.4996953127587,Lower-middle-income countries,Aggregates,incomegr,
1990,12,1,139.8271285219203,Lower-middle-income countries,Aggregates,incomegr,
2010,14,2,150.5577008124366,Lower-middle-income countries,Aggregates,incomegr,
2010,10,3,131.8349811467384,Lower-middle-income countries,Aggregates,incomegr,
2010,18,1,165.7710149189395,Lower-middle-income countries,Aggregates,incomegr,
2019,19,3,162.3307097915738,Lower-middle-income countries,Aggregates,incomegr,
2019,17,1,165.8947068877145,Lower-middle-income countries,Aggregates,incomegr,
1985,12,3,140.9007168036364,Lower-middle-income countries,Aggregates,incomegr,
2019,5,3,108.0097778384197,Lower-middle-income countries,Aggregates,incomegr,
2019,13,3,149.8448393752461,Lower-middle-income countries,Aggregates,incomegr,
2019,11,3,139.2325154410489,Lower-middle-income countries,Aggregates,incomegr,
